0,0,0,0
12.790416457801673,0,74141,8.971575439759016
17.08939975684269,1,74141,8.971575439759016
17.954779124947244,1,74141,8.971575439759016
0,0,0,0
9.687886445339414,0,34449,7.9909154630913255
0,0,0,0
11.46409161508349,1,34449,7.9909154630913255
6.144218477391602,0,34449,7.9909154630913255
0,0,0,0
17.647980723440405,0,61237,8.853236764745898
11.557305937930423,1,61237,8.853236764745898
0,0,0,0
18.40536514254582,0,61237,8.853236764745898
13.946539841130733,1,61237,8.853236764745898
0,0,0,0
0,0,0,0
4.735180770778104,1,59563,7.997326822998097
0,0,0,0
0,0,0,0
0,0,0,0
14.838414831668123,0,87904,9.353661191420406
0,0,0,0
19.199515541610104,0,87904,9.353661191420406
17.271876580551396,1,87904,9.353661191420406
0,0,0,0
16.753623339363532,1,28928,8.337348564497175
0,0,0,0
0,0,0,0
7.510086029959991,0,28928,8.337348564497175
0,0,0,0
8.537865503978972,1,25364,7.053585727193677
0,0,0,0
0,0,0,0
0,0,0,0
2.483239632421582,1,51084,6.429719478039138
0,0,0,0
19.81432552740591,1,51084,6.429719478039138
0,0,0,0
0,0,0,0
19.831108297480586,1,20766,7.564757012905729
14.615731053942906,1,20766,7.564757012905729
4.696790526923331,0,20766,7.564757012905729
0,0,0,0
15.350174320322072,1,20766,7.564757012905729
18.34126930225139,0,24057,8.816556768641856
19.244174658304495,1,24057,8.816556768641856
12.739451523713498,0,24057,8.816556768641856
15.891303786899815,1,24057,8.816556768641856
10.150801912730287,1,24057,8.816556768641856
17.517795501181638,1,48608,9.368796057668156
16.006198293176343,0,48608,9.368796057668156
0,0,0,0
0,0,0,0
18.121634783154892,0,48608,9.368796057668156
0,0,0,0
8.981398371234933,1,47170,8.636929873018572
0,0,0,0
11.981789507272055,1,47170,8.636929873018572
0,0,0,0
6.870029192686138,1,30107,7.8383433155571165
4.27474254695403,1,30107,7.8383433155571165
7.949668516811709,0,30107,7.8383433155571165
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
15.197671049404658,0,83729,8.864746660905409
0,0,0,0
0,0,0,0
13.600980352829275,0,59446,8.07153089355666
0,0,0,0
0,0,0,0
0,0,0,0
13.488268546834362,1,59446,8.07153089355666
0,0,0,0
0,0,0,0
16.923005375421624,0,36712,7.387090235656757
0,0,0,0
11.50575266302905,1,36712,7.387090235656757
13.890203491932766,0,54646,8.862908295118627
10.736805272986327,0,54646,8.862908295118627
12.005746813462482,1,54646,8.862908295118627
9.706450314278403,1,54646,8.862908295118627
14.90223771707711,0,54646,8.862908295118627
0,0,0,0
10.433904142978205,0,35340,6.811244378601294
11.22997979393287,0,35340,6.811244378601294
0,0,0,0
1.3392601866892848,0,35340,6.811244378601294
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
8.923227498720811,0,49586,6.930494765951626
14.766162767985513,0,63227,8.879193928110318
16.952319571542112,0,63227,8.879193928110318
19.958004542544998,0,63227,8.879193928110318
19.014979535264974,1,63227,8.879193928110318
17.333650415851103,1,63227,8.879193928110318
0,0,0,0
0,0,0,0
16.35591738573971,0,68370,9.36700218198956
0,0,0,0
18.526719813007066,1,68370,9.36700218198956
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
17.67967938176508,1,22275,8.508555998020574
17.822761723283378,1,51363,8.939187601475613
0,0,0,0
0,0,0,0
0,0,0,0
14.077406898186496,0,51363,8.939187601475613
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
11.097868425783723,1,14263,8.424858580213442
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
19.477663827258407,1,73582,6.889591308354466
4.8434701007705545,1,10452,7.656810091480378
10.599021853877439,1,10452,7.656810091480378
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
9.024353505270026,0,49705,8.340456012916183
15.42169719024665,0,49705,8.340456012916183
5.8564579856015015,0,49705,8.340456012916183
0,0,0,0
18.020183517034365,0,79209,9.142703723260372
0,0,0,0
0,0,0,0
18.153501557320723,0,79209,9.142703723260372
0,0,0,0
0,0,0,0
